-7.003285846988767105e+00,-7.142212639651717154e+00
-7.638264301171184378e+00,-6.939215473631765718e+00
-7.734136956949180686e+00,-8.437825039915122005e+00
-7.969474385934952387e+00,-6.984952313693952419e+00
-6.957439956414035009e+00,-3.647268509345278797e+00
-7.963417692812462256e+00,-6.929109489306832792e+00
-7.965729753570256477e+00,-6.364434359819401088e+00
-9.413280244657798335e+00,-6.848608748694202220e+00
-9.224917832513032323e+00,-7.815269244640346002e+00
-8.062287529240972361e+00,-6.741030779506732351e+00
-8.512831120334423574e+00,-8.272825214537572691e+00
-7.185752667404726068e+00,-7.736818606740008875e+00
-8.408024075521211671e+00,-7.985363547829103403e+00
-8.912303701335291706e+00,-7.418125860613677069e+00
-6.034351231078446176e+00,-5.185341433326491334e+00
-7.725776300486535852e+00,-9.367265192591748502e+00
-7.432471795312076246e+00,-6.813739809625486643e+00
-8.924748186213456336e+00,-9.112715871189651651e+00
-8.044382724525181771e+00,-7.971931865789433580e+00
-7.389077410290133763e+00,-6.411049403032634153e+00
-8.650993577422303460e+00,-7.435719980904536897e+00
-8.100638689918804758e+00,-8.215303709259968556e+00
-7.791693749793276780e+00,-6.820402251065324606e+00
-8.101706612229396143e+00,-8.230366631717137338e+00
-5.647721815491062003e+00,-7.283541410418025386e+00
-7.513497224737934133e+00,-7.454428160096186140e+00
-6.677455087896810859e+00,-5.356055910674674791e+00
-8.720843649971023126e+00,-6.866080977681988884e+00
-7.291136404995244291e+00,-9.525142586657606714e+00
-9.459670123879774906e+00,-7.313545685230572246e+00
-8.828186048898430727e+00,-8.161786464768388427e+00
-7.303138764130876481e+00,-6.647566665203775926e+00
-6.761533420004589345e+00,-8.292520738432701322e+00
-7.328631718810029838e+00,-7.614736441466899208e+00
-7.615648282388240098e+00,-6.995012721019542745e+00
-7.801103695589288733e+00,-6.634244805829878189e+00
-8.219844208394707863e+00,-7.834501235840948041e+00
-7.960638770959787891e+00,-7.974945311160956507e+00
-6.442877773781084727e+00,-8.153329232573712559e+00
-7.156381710431539034e+00,-5.734545759718903568e+00
-9.263040155362734396e+00,-7.095018289039044745e+00
-7.175916030605204554e+00,-8.760883954335044521e+00
-7.885082280416316536e+00,-6.582138052945223805e+00
-8.176922000305959060e+00,-5.377843802987366750e+00
-6.888323711159132223e+00,-6.467534739448852932e+00
-8.339217523222638206e+00,-6.233088850813377491e+00
-7.809212375851214638e+00,-8.207669465618780080e+00
-6.524454872877640810e+00,-6.725365946570663667e+00
-7.979174237845289674e+00,-8.426930471578083726e+00
-7.685658976663817477e+00,-7.559525356061800316e+00
-8.606334974006028204e+00,-1.074126734006907213e+01
-8.696206624080669911e+00,-8.524387641334289611e+00
-6.687474177605801984e+00,-7.752568151393160356e+00
-6.143759971429177291e+00,-8.747783181964848609e+00
-7.572010121580333930e+00,-5.867588696068365195e+00
-6.496467102107976288e+00,-8.930141377960632454e+00
-7.138604394491586014e+00,-6.058726710933884263e+00
-5.961963433534030798e+00,-8.935862151179438939e+00
-7.535826039109951857e+00,-6.336836247845040404e+00
-1.011974510408974481e+01,-8.481508651047951375e+00
-6.678097495624776059e+00,-7.037896525736729636e+00
-7.412952931761828346e+00,-7.300940304426529970e+00
-7.408239223464497591e+00,-7.430197915009981280e+00
-9.487568914600892356e+00,-7.885313596861760033e+00
-7.719671887837511903e+00,-7.386482654748752097e+00
-6.022105955258483689e+00,-5.913983183854647940e+00
-8.308493602893188168e+00,-5.366966625343733810e+00
-6.584597882297925864e+00,-7.651785095035583240e+00
-7.171248890340315540e+00,-6.911682793515423029e+00
-8.029760203767038362e+00,-7.219008132264967514e+00
-6.986732566886644236e+00,-8.122699519820594460e+00
-7.402922450651959529e+00,-7.708122250357274829e+00
-6.531355009467111117e+00,-7.993000934658832435e+00
-8.202053093877353263e+00,-8.089364756944211976e+00
-7.827662146597767823e+00,-6.650397902978975040e+00
-7.892108153132157966e+00,-7.142984514034952603e+00
-8.963514948132118576e+00,-8.192909595260653433e+00
-7.203879722935424113e+00,-6.600400124566749405e+00
-7.238944727820110892e+00,-7.192700479123391055e+00
-7.734587133375146806e+00,-6.870371158076387985e+00
-8.915370742050413355e+00,-8.328995010922072950e+00
-7.920645322765358820e+00,-8.060181040196969349e+00
-8.302277269221619349e+00,-6.889629734566534935e+00
-7.661285711666009135e+00,-7.520901593964148368e+00
-7.095949143185461772e+00,-7.382672616691218437e+00
-5.613814098789469575e+00,-6.222335104211575540e+00
-7.325422187168160626e+00,-8.091571388835829381e+00
-7.242449609277235467e+00,-6.952902618829962300e+00
-9.418771215299042154e+00,-7.717681203227220621e+00
-7.526513875449216684e+00,-6.401223148012809894e+00
-7.439769790058973875e+00,-6.674583651011969820e+00
-5.036757887514713872e+00,-6.686490363999361364e+00
-7.198452657666387644e+00,-7.478996158367240632e+00
-7.534711769705243256e+00,-6.818047028705036539e+00
-8.668678037619532262e+00,-7.810266756593455817e+00
-6.357177185484979454e+00,-7.175833647511558055e+00
-6.748066967313225639e+00,-7.630143054367684918e+00
-6.708968052956953088e+00,-7.403004035007281658e+00
-8.409387454794739369e+00,-6.904842974563086599e+00
-8.901851062792280445e+00,-5.407612724314539321e+00
-6.913142906199730042e+00,-8.506017381499702879e+00
-8.066297729602771582e+00,-6.708337306037064351e+00
-7.400348634912358392e+00,-6.875880182947844865e+00
-8.003475654116199323e+00,-6.871654490735719989e+00
-7.431437025193972978e+00,-8.397254371485830760e+00
-8.562303713726105769e+00,-7.424195441806273443e+00
-7.026407569364818251e+00,-8.177161711512111353e+00
-8.419424234233803261e+00,-6.524880266582249178e+00
-5.950065594982460127e+00,-7.647057381502138540e+00
-8.283253292336237195e+00,-8.325497196792511545e+00
-7.822061516205675247e+00,-7.821385841652993776e+00
-6.686482782630330135e+00,-7.087068545724375390e+00
-7.272540065395870279e+00,-8.322220395566430895e+00
-6.192857245717571679e+00,-7.256312788508087586e+00
-9.107483234561227547e+00,-7.255033428891277225e+00
-7.315366141467695371e+00,-8.006943175371130650e+00
-6.718177128222690087e+00,-7.267950062642364095e+00
-8.736950710878081949e+00,-8.948084341497324345e+00
-8.820456613084276754e+00,-8.907463774376555676e+00
-6.978058434383102693e+00,-8.218444221252436677e+00
-7.203015326766814219e+00,-7.713447151711847027e+00
-7.249507149654123239e+00,-7.189092434401995746e+00
-7.153551790503024144e+00,-6.024643783050447787e+00
-8.180024721578490698e+00,-6.642340376797980284e+00
-7.206927526701318421e+00,-7.519016207902688542e+00
-8.214351418026367924e+00,-8.502529364637808840e+00
-5.634225488855243213e+00,-7.518513135992390239e+00
-8.691303497202648387e+00,-7.177281439661910234e+00
-6.843446391366169834e+00,-8.327230943552322628e+00
-8.474681670227321106e+00,-6.980653485758828047e+00
-6.341404420992596158e+00,-7.608760148456857664e+00
-8.320682318351710904e+00,-7.098288277901058763e+00
-6.536623870755677856e+00,-6.809856008288887708e+00
-7.087219073063502073e+00,-7.901220471885836538e+00
-6.677939840005509886e+00,-7.275907518189582923e+00
-5.603207017346052865e+00,-7.487407599218204979e+00
-7.745388116002870582e+00,-7.402323901451167920e+00
-8.253736164357489358e+00,-8.273009783855465926e+00
-8.389514429625522851e+00,-7.475489825741057359e+00
-8.315810284965438726e+00,-7.002001708754550080e+00
-7.577101709414104214e+00,-6.048856392204958077e+00
-7.158848025183355723e+00,-6.540729173914793471e+00
-6.672816750963976418e+00,-8.267347562888049950e+00
-7.486998108122093321e+00,-6.627679363279321834e+00
-6.046465922842683582e+00,-7.316657994261648312e+00
-7.764656833237956413e+00,-5.310197066782327724e+00
-6.874332652234993901e+00,-8.339721842180775724e+00
-8.357157556416282773e+00,-8.099392645444021710e+00
-8.570892498061112974e+00,-9.623895724309807775e+00
-7.723462785325851065e+00,-8.259132661553698185e+00
-6.785999505907907903e+00,-7.349606213523792064e+00
-7.572828912656873079e+00,-5.623829160784113768e+00
-8.346793718068404644e+00,-6.549576161813949859e+00
-9.014847224685864191e+00,-8.076903655662402315e+00
-7.946514952067021298e+00,-8.398414671348357174e+00
-6.643601205676527677e+00,-7.008080828493493897e+00
-8.745738778711988459e+00,-5.668541234145646257e+00
-7.326819074148818167e+00,-6.320559879278713211e+00
-7.114682620271163493e+00,-7.969175652104704355e+00
-8.383857436201132884e+00,-9.213134529090877933e+00
-7.441791281553999937e+00,-7.614539845252617845e+00
-8.642970297830622428e+00,-6.262183688026538242e+00
-9.094427658794366209e+00,-1.743011383354648114e+00
-8.099375022953772429e+00,-3.422165324177625312e+00
-7.494756300281816941e+00,-1.630394079894339932e+00
-7.950065471479243584e+00,-2.086565096776299200e+00
-6.877150067652500809e+00,-6.232041874419340655e-01
-8.567620429382595049e+00,-3.273789199103573022e+00
-7.642379485021293384e+00,-3.744654703311416810e+00
-7.379704368288100724e+00,-4.278720248904278378e+00
-6.985561165941250650e+00,-1.003955688510816957e+00
-8.624642091837868563e+00,-2.555584670910455269e+00
-9.034114170735621840e+00,-2.220031373680179776e+00
-5.948848024477476848e+00,-2.390605205395107014e+00
-7.384325365707141486e+00,-1.774233376101308046e+00
-6.320702815936173558e+00,-2.018990768263286828e+00
-7.432481518589891145e+00,-2.276115975720868434e+00
-5.439252075118012897e+00,-3.290474455445311808e+00
-5.744659157556795570e+00,-2.028531642864004336e+00
-7.748964148479073444e+00,-6.179755035249663297e-01
-6.528429049045644916e+00,-1.154579953845022322e+00
-6.854624050414852121e+00,-9.068133733606029701e-01
-6.131368442467651114e+00,-3.011215676431185262e+00
-6.813948540001560694e+00,-2.625786920099648203e+00
-9.258739486423113618e+00,-1.405808481529051468e+00
-9.539232177760100129e+00,-9.704496805393862946e-01
-7.769406834444557930e+00,-2.658007898578989447e+00
-6.782457744204037908e+00,-2.926881069947420144e+00
-5.997642947903972122e+00,-3.512104375260167721e+00
-7.425905219580224426e+00,-4.154856671865768902e+00
-5.871384454428707933e+00,-1.676829416038085441e+00
-8.880101458214891608e+00,-2.426682032811596113e+00
-7.115934551060692392e+00,-2.835784699290128330e+00
-7.532694748094092674e+00,-8.309784747106070402e-01
-8.804469500504852775e+00,-2.745743064085944152e+00
-6.830327451169961428e+00,-2.772723569747670425e+00
-7.133401753903151565e+00,-5.196886642941571210e+00
-8.439879786327354694e+00,-2.554294866517812235e+00
-8.013866917336693874e+00,-2.730934530208677824e+00
-8.559213521888951348e+00,-1.803793635186581756e+00
-7.562679097273171891e+00,-6.510439050546548145e-01
-6.544857679498761627e+00,-1.373434970452242609e+00
-6.995953484482155815e+00,-3.606525908741670339e+00
-8.030257618372440120e+00,7.335980324986035583e-02
-8.292872832262343508e+00,-2.440781565985511659e+00
-7.607030359954557674e+00,-2.486070708087053660e+00
-8.535242322419374972e+00,-2.524125087110003385e+00
-8.053649305347182263e+00,-2.301915239232144916e+00
-5.535274867083610495e+00,-3.073662006880236497e+00
-7.464736448028271631e+00,-3.046858941240392138e+00
-8.199725507992585705e+00,-2.532753270215998498e+00
-7.612328049690829879e+00,-3.212845782677164586e+00
-7.720969599533223260e+00,-2.393569772308103083e+00
-6.885833299956575004e+00,-2.754977217420855329e+00
-8.030501147610527468e+00,-5.150969808393011995e+00
-8.075818240644679236e+00,-1.408493148077538226e+00
-7.775051697151644348e+00,-1.253914807502370943e+00
-9.801921164735585279e+00,-4.573390232408149458e+00
-9.015191062198551819e+00,-2.842687594080348656e+00
-6.133125732555475551e+00,-2.871440865995791292e+00
-7.749036039556377986e+00,-3.277816687590875411e+00
-6.923443036944233242e+00,-3.610575845465828770e+00
-7.188749845456463561e+00,-7.477295565763772967e-01
-6.380425088565423231e+00,-1.228444905005841248e+00
-7.627917591480766646e+00,-1.778327935956764971e+00
-8.455540440600426422e+00,-3.629051771217229216e+00
-9.106446320257571614e+00,-3.024520266279773661e+00
-7.296536364132776953e+00,-2.010625438772081885e+00
-8.256350745284303017e+00,-3.722127808891945389e+00
-8.922253709597674387e+00,-1.787001569827611824e+00
-8.146572884242527124e+00,-2.740325398158135251e+00
-8.581548003614395626e+00,-2.874820807549597568e+00
-5.812858364927435240e+00,-1.789040031796508501e+00
