7.164418173326072559e-01,8.163680118409495368e-01,7.828502650634365789e-01
5.619081596899552222e-01,6.997944536446577546e-01,8.018963847364278807e-01
4.712073482166242999e-01,7.279500860846762622e-01,8.600884521912979253e-01
7.411300947864714050e-01,7.650940081530938075e-01,8.681589036509304025e-01
7.191849786127844091e-01,7.256506856496030000e-01,8.575936852278804867e-01
6.712424075733085527e-01,6.897892923029949053e-01,8.623349496249791413e-01
7.057424659002967671e-01,7.298070878172855380e-01,7.829204603423471909e-01
6.737853269005364965e-01,7.322548320936766997e-01,8.748770170490735021e-01
6.918919115282884391e-01,7.646723620263674581e-01,7.808274274791167091e-01
6.945286936642668385e-01,7.169499101475115266e-01,7.862785062437057659e-01
5.850064543956103869e-01,6.121603529242231057e-01,8.680255946166367531e-01
6.969328661111223733e-01,7.297475077578150504e-01,8.602106676655300044e-01
6.278657910525976549e-01,7.588966185523128294e-01,8.739033012579758841e-01
5.251752978955757101e-01,6.422001585310548322e-01,7.760081982591935379e-01
5.465731485705149773e-01,6.894924307128121876e-01,8.509228944747261325e-01
6.930498632736774578e-01,6.667755112723773303e-01,7.979471388697310097e-01
5.862234659719849361e-01,7.812715152649498673e-01,8.840047346525525818e-01
7.262244636312094048e-01,6.960045236747558484e-01,8.745764741618907712e-01
5.945969284973348090e-01,7.121820591041325699e-01,7.056936518839680428e-01
5.938760227047206186e-01,6.364874420660686649e-01,8.721805856775561860e-01
6.556518380659013268e-01,7.806095715940583046e-01,7.828473184898576687e-01
7.051816847793442866e-01,7.648679594985361430e-01,8.492558400093587201e-01
6.742381275453339651e-01,7.738377172893390332e-01,9.430974294743313946e-01
5.940329886446559238e-01,7.521456514027164975e-01,8.577160961600518441e-01
4.938727503497966631e-01,7.529537687077626495e-01,8.728940186595951500e-01
6.242225368749777514e-01,7.358010207485838894e-01,8.637842415822167830e-01
6.373713039907764610e-01,8.417206356674310497e-01,8.749228841104601528e-01
6.176317244752190794e-01,8.481380514396699155e-01,8.723928306093585716e-01
7.115656817219564445e-01,8.299125534330034082e-01,7.953267572287470166e-01
7.461538047695303044e-01,7.663010451225347186e-01,8.618703709093464838e-01
6.820129512632112645e-01,7.373121886021282156e-01,9.547194695621119553e-01
6.479542954055347304e-01,7.090503486838740654e-01,8.559423214312569250e-01
7.107664226225393067e-01,8.045327271897345645e-01,8.545129398509091478e-01
5.298815371208804859e-01,6.072756495134761234e-01,7.391516457315009392e-01
6.573780090905266826e-01,7.778837646742857714e-01,7.859737465797244083e-01
7.351967897816277242e-01,6.851298289683742659e-01,7.699497931268812767e-01
5.579873614427228734e-01,7.340557550579895896e-01,7.818424809465810421e-01
7.334077801878763347e-01,7.133821873078679543e-01,8.681111621885497787e-01
5.615788962813387242e-01,7.944092220196823373e-01,8.588063287130768275e-01
5.694899359523618587e-01,7.921761112496945589e-01,8.664001518680904956e-01
5.957134660322038755e-01,6.870125185480081553e-01,7.994446522875492400e-01
6.125451472639114048e-01,7.159731256447470216e-01,8.513970788877281981e-01
7.369219159080234727e-01,7.702357502593103478e-01,8.669860707631046326e-01
6.613437414063580988e-01,7.376393290067937425e-01,7.973111995886003056e-01
7.586023615303616463e-01,8.569593786231562982e-01,8.760403147565886117e-01
6.591155680098094161e-01,6.867790709836180119e-01,9.657675539856392932e-01
5.790890452204348060e-01,7.161503777076041466e-01,7.173919900226425339e-01
5.984415164157380618e-01,7.907989110357539486e-01,8.714036424436065742e-01
5.501123225149414653e-01,6.668039969152661506e-01,7.782071227972280347e-01
7.061760264640514206e-01,7.220356776099744467e-01,7.892506412946211913e-01
7.509631533375901169e-01,7.092224659234573902e-01,8.698847780221641290e-01
6.737912320541695754e-01,7.899795817517718532e-01,9.406928368915583594e-01
6.035165345874154985e-01,6.254494900035553195e-01,8.572302916411038698e-01
6.698728324452639660e-01,7.595593579749259083e-01,7.883148758781957088e-01
7.248320774015405421e-01,7.149391057074442335e-01,7.836503905534470960e-01
6.271726395363208528e-01,6.606603412499899575e-01,8.692058218172392658e-01
6.383738711727372506e-01,6.690468172451410345e-01,7.875825869614325736e-01
6.739195093171664874e-01,6.548930894777431622e-01,7.898471858109853416e-01
3.860146250918053412e-01,7.206289687407001487e-01,8.693882900049620943e-01
7.039866574387433351e-01,7.583060202123406146e-01,8.492259048167578595e-01
6.520665729395582755e-01,6.738365125150944657e-01,9.385067213554907362e-01
6.699683512017918785e-01,7.794896104237675205e-01,8.735120335746457965e-01
5.105294906365296370e-01,7.527915796748029242e-01,7.793120032031147781e-01
6.365343946997144009e-01,7.415636061347881114e-01,8.621419362965306865e-01
5.363113948534907749e-01,6.888088538296347485e-01,7.721635239214614810e-01
6.437146737253172102e-01,6.903345243940087750e-01,7.796329391709031498e-01
7.295518888243180955e-01,6.248951769770449971e-01,8.574389867300235002e-01
5.054709994806479978e-01,8.068942827310046084e-01,8.001478439237107443e-01
7.898385000640827380e-01,8.378113187248185101e-01,7.968001685434898951e-01
6.805683294145812301e-01,7.276515434522464743e-01,7.906125504959753414e-01
4.820860764030479029e-01,6.935946511364906586e-01,8.696675163423017718e-01
5.937966341169170770e-01,8.541200052143247401e-01,9.557633063180311916e-01
5.932761769296400756e-01,7.856718070147062916e-01,7.720149438151318044e-01
5.373284780560809715e-01,7.105298804571130722e-01,7.793702398668344022e-01
6.875635588514690255e-01,6.655545376608164032e-01,7.589275009402493000e-01
5.232548200800160032e-01,7.086295138040593633e-01,9.490396328180444874e-01
6.224342652444498913e-01,7.891122174943656642e-01,8.745316262915590055e-01
6.081959881716998417e-01,7.177619010342672912e-01,8.675559590522677889e-01
7.289229814753939163e-01,7.398309595617892365e-01,8.685944755082366520e-01
6.006826375979363863e-01,6.832687668723971264e-01,7.903273926429974505e-01
