9.090930881995624713e-01,9.233739139151824205e-01,8.901046012831282939e-01
9.097188001864654483e-01,9.395911445163770415e-01,8.329752807715149476e-01
7.804210468565062619e-01,9.145867992479114195e-01,9.402442985424694921e-01
8.548636561826463698e-01,9.325156974319209757e-01,9.260147041335536899e-01
8.901669757227835822e-01,9.423523676241722935e-01,8.723771748883285548e-01
9.060183318631460647e-01,9.196346843638459889e-01,8.942966344596152695e-01
8.810576850941125304e-01,9.259011815405504553e-01,9.244999991014044571e-01
9.074947107150486136e-01,9.166021430148799665e-01,9.316073034955487664e-01
9.073212184243382161e-01,9.313956719096154746e-01,9.013654323505438937e-01
8.814138921549590222e-01,9.362225352233040088e-01,9.160430497392957339e-01
8.956763568160356348e-01,9.280591559242848954e-01,9.430414313528692194e-01
9.067854684187984793e-01,9.026336758997511867e-01,9.028179062927346177e-01
9.238530539796137031e-01,9.328055994735956480e-01,9.414214185608222873e-01
8.941449056912535998e-01,9.224865429871422773e-01,9.164789131951478485e-01
7.902230094827157325e-01,9.346558083906205683e-01,9.285357512129581714e-01
9.042082848790107263e-01,9.122097680311468393e-01,9.448184532035910355e-01
9.091853133166502010e-01,9.225350849375142381e-01,9.149440239371832151e-01
9.203330665491212814e-01,9.259678422330764880e-01,9.239139451441644724e-01
8.141317392054119306e-01,9.281562686858495503e-01,9.441466534547990896e-01
8.636367299592332403e-01,9.344239656717351350e-01,8.882377754727602825e-01
8.318370694089982642e-01,9.375561847927247339e-01,9.328754410675281772e-01
9.199764408088790812e-01,9.358515312296088462e-01,9.233787084124142064e-01
9.141397037260350356e-01,9.190823629744858669e-01,9.050771691449248646e-01
9.134304738910838939e-01,9.080493933162849807e-01,9.223478280679893171e-01
8.131116621231315733e-01,9.243100160135978571e-01,9.020408343361566716e-01
9.165252026204830926e-01,9.263028977936526021e-01,9.290745592693824273e-01
8.079437041707131506e-01,9.223023321910455152e-01,9.277378855692319792e-01
8.537887400409123195e-01,9.386490021681365148e-01,9.202254291709257572e-01
9.078965596585234499e-01,9.270173556840102247e-01,9.251478793729678296e-01
9.227743419463712016e-01,9.122716231904991480e-01,8.863077451343360780e-01
8.958290027289333990e-01,9.191814877537742845e-01,9.309881550734238065e-01
8.010405486913380058e-01,9.198599645331836383e-01,8.980549234096483202e-01
9.211280204409005856e-01,9.268220566897653612e-01,9.240425299648054036e-01
8.485705665230501848e-01,9.135220532444202624e-01,9.148326135150852689e-01
9.265998202964443875e-01,9.310480296891189278e-01,8.598070685241269162e-01
9.019197180428258909e-01,9.207842993009514032e-01,8.699417606910648804e-01
8.144323680549452327e-01,9.217220994626973418e-01,8.635569519063305277e-01
9.194440291234584617e-01,9.042603914392449704e-01,8.767461218191709982e-01
8.469882495117957433e-01,9.046747515501675219e-01,8.978534825771246064e-01
9.154008596073905935e-01,9.063601218253677372e-01,9.137036864035035233e-01
8.854714880096462570e-01,9.190511168055330860e-01,8.780646024691861617e-01
9.367292748452242801e-01,8.714393083330542744e-01,9.443371489614454939e-01
9.106856379511520938e-01,9.230808813740880581e-01,8.944795510453491527e-01
8.790506057556335406e-01,9.397507654550792955e-01,8.828128865806340597e-01
8.992121841011896377e-01,9.279356073514509751e-01,9.039238030578417016e-01
9.026800251748303694e-01,9.284539521600844170e-01,8.833968540121407420e-01
8.120794885731446033e-01,9.349752748931107194e-01,9.044432711822858462e-01
9.225752102724456005e-01,8.073529715274520013e-01,9.325800617011137383e-01
9.250752344036764496e-01,9.179150605703298993e-01,9.093016543058546342e-01
8.102633958950699045e-01,9.387351164959880645e-01,8.633453541057234393e-01
8.683501746835861068e-01,9.273130912140868931e-01,8.881895139803799299e-01
9.029233752142734604e-01,9.290419500438596989e-01,9.171331587736096802e-01
9.117068522343555470e-01,8.945397011499701678e-01,9.096199462005211123e-01
9.290377691762834456e-01,9.179689475894761141e-01,8.965888105399545394e-01
8.589664648158893412e-01,9.178869484789796696e-01,9.084354947963347859e-01
9.107681308748607485e-01,9.024125741732865746e-01,9.012937987851618038e-01
9.213757919337105529e-01,9.181936842848995584e-01,9.084091514337062634e-01
9.212733082170586618e-01,9.353760094257212998e-01,8.967172039094988278e-01
9.144662936409961862e-01,9.096388730754938479e-01,8.760015349230114712e-01
9.147251198721633170e-01,9.225290071986128604e-01,9.014151166016400873e-01
8.955738660424966691e-01,9.204457616844423651e-01,9.110119197335785346e-01
8.266207628211797998e-01,9.019665331088130289e-01,9.408242383582549051e-01
9.192609520891934505e-01,9.232087734278912050e-01,9.253180962046946290e-01
9.042615722929561173e-01,9.342779876461528854e-01,9.274302691819703570e-01
9.178950617497523279e-01,9.171144758820478637e-01,8.928439712633839953e-01
9.345339434366154441e-01,9.325632377942879581e-01,8.749085997943905069e-01
9.001068618818450773e-01,8.847567578391354326e-01,9.129783220266819432e-01
8.096191363049420886e-01,9.189742021025351093e-01,8.753520289610041694e-01
8.859169929392372023e-01,8.936339008666301931e-01,9.038757884552910404e-01
9.097742976145104521e-01,9.188639227130026566e-01,9.060775933085187805e-01
9.050990870392121579e-01,9.350286073095763761e-01,9.250700713593736912e-01
8.615844642084595773e-01,9.228566506276982828e-01,9.248082618298054669e-01
